437,error,101,TRES VALLES,ejido,4,2504,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 340 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],8486376.6064,8486376.6064,,
438,error,17,UAYAMON,ejido,4,2503,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 341 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],55668932.3414,55668932.3414,,
439,error,26,UECHIL,ejido,4,2507,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 342 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],9905032.4729,9905032.4729,,
440,error,8,UKUM,ejido,4,2507,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 343 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],278285732.8781,278285732.8781,,
441,error,5,ULUMAL,ejido,4,2505,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 344 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],55861139.7867,55861139.7867,,
442,error,64,UNIDAD Y TRABAJO,ejido,4,2511,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 345 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],20643457.1026,20643457.1026,,
443,error,27,USAHZIL EDZNA,ejido,4,2503,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 346 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],23394070.5523,23394070.5523,,
444,error,42,VALLE DE QUETZALCOATL,ejido,4,2505,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 347 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],29320198.4872,29320198.4872,,
445,error,85,VALLE DE SOLIDARIDAD,ejido,4,2504,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 348 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],8639441.6820,8639441.6820,,
446,error,114,VENUSTIANO CARRANZA NUM. 2,ejido,4,2504,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 349 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],16321535.7309,16321535.7309,,
447,error,7,VICENTE GUERRERO,ejido,4,2512,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 350 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],25073018.4896,25073018.4896,,
448,error,33,VICENTE GUERRERO NO.2,ejido,4,2512,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 351 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],25330528.4127,25330528.4127,,
449,error,30,VILLA DE GUADALUPE,ejido,4,2505,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 352 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],132014213.4366,132014213.4366,,
450,error,64,VISTA ALEGRE,ejido,4,2504,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 353 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],12624170.2547,12624170.2547,,
451,error,47,XBACAB,ejido,4,2505,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 354 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]","[{""campo"": ""geometria"", ""codigo"": ""EXTRACCION_POLIGONOS"", ""mensaje"": ""Se extrajeron los componentes poligonales de GeometryCollection.""}]",126975329.9356,126975329.9356,,
452,error,47,XBACAB,ejido,4,2505,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 354 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],17355095.0887,17355095.0887,,
453,error,47,XBACAB,ejido,4,2505,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 354 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],796864.3960,796864.3960,,
454,error,40,XBILINCOX,ejido,4,2507,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 355 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],28356886.3363,28356886.3363,,
455,error,8,XBONIL,ejido,4,2511,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 356 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],1937078.8108,1937078.8108,,
456,error,8,XBONIL,ejido,4,2511,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 356 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],395892229.3886,395892229.3886,,
457,error,8,XBONIL,ejido,4,2511,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 356 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],28256729.3710,28256729.3710,,
458,error,8,XBONIL,ejido,4,2511,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 356 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],18156048.8180,18156048.8180,,
459,error,8,XBONIL,ejido,4,2511,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 356 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],12459219.5463,12459219.5463,,
460,error,15,XCACOCH,ejido,4,2502,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 357 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],24924046.6490,24924046.6490,,
461,error,107,XCANAHALTUN,ejido,4,2507,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 358 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],9982395.0779,9982395.0779,,
462,error,108,XCULOC,ejido,4,2507,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 359 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],52108321.6839,52108321.6839,,
463,error,32,XCUPILCACAB,ejido,4,2507,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 360 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],65446806.1273,65446806.1273,,
464,error,10,XKANHA,ejido,4,2507,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 361 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],317115394.7972,317115394.7972,,
465,error,17,XKEULIL,ejido,4,2505,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 362 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],14024132.0347,14024132.0347,,
466,error,17,XKEULIL,ejido,4,2505,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 362 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],13307423.0396,13307423.0396,,
467,error,29,XKIX,ejido,4,2507,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 363 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],10642207.1577,10642207.1577,,
468,error,2,XKUNCHEIL,ejido,4,2509,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 364 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],1428545.2546,1428545.2546,,
469,error,2,XKUNCHEIL,ejido,4,2509,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 364 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],10266580.6150,10266580.6150,,
470,error,6,XMABEN,ejido,4,2507,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 365 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],311359284.3973,311359284.3973,,
471,error,12,XMEJIA,ejido,4,2507,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 366 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],163998537.5732,163998537.5732,,
472,error,18,XNOLAN,ejido,4,2502,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 367 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],17941399.9704,17941399.9704,,
473,error,69,XPUJIL,ejido,4,2511,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 368 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],88441983.6916,88441983.6916,,
474,error,13,YALNON,ejido,4,2506,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 369 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],23840296.2517,23840296.2517,,
475,error,6,YAXCAB,ejido,4,2503,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 370 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],6373434.6496,6373434.6496,,
476,error,6,YAXCAB,ejido,4,2503,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 370 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],3978839.1021,3978839.1021,,
477,error,6,YAXCAB,ejido,4,2503,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 370 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],2429957.5854,2429957.5854,,
478,error,6,YAXCAB,ejido,4,2503,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 370 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],20121610.5091,20121610.5091,,
479,error,25,YAXCHE,ejido,4,2507,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 371 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],20498382.3527,20498382.3527,,
480,error,25,YAXCHE,ejido,4,2507,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 371 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],61153692.1934,61153692.1934,,
481,error,38,YAXCHE AKAL,ejido,4,2507,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 372 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],14797550.9013,14797550.9013,,
482,error,32,YOHALTUN,ejido,4,2505,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 373 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],11182419.1597,11182419.1597,,
483,error,32,YOHALTUN,ejido,4,2505,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 373 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],27122520.4841,27122520.4841,,
484,error,32,YOHALTUN,ejido,4,2505,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 373 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]","[{""campo"": ""geometria"", ""codigo"": ""PARTES_POR_UNIR"", ""mensaje"": ""Las partes con la misma identidad externa se uniran solamente durante la confirmacion.""}]",[],139733045.4009,139733045.4009,,
485,error,108,ZARAGOZA,ejido,4,2504,"[{""campo"": ""nombre_nucleo"", ""codigo"": ""NUCLEO_OPERATIVO_EXISTENTE"", ""mensaje"": ""Ya existe el nucleo operativo 374 con el mismo nombre y municipio; se requiere conciliacion, no sobrescritura.""}]",[],[],45133453.7569,45133453.7569,,
